file,section,line,kind,trigger,sentence,ledger_rows_cited,verdict,note
results/manuscript/tables.md,tables,22,procedure,zero,"**Type 2**, General Equipment with Usage M, binds Manufacturer in all eight, where absent is a violation and zero length is not.",,unbacked,no ledger row is cited in the sentence
results/manuscript/tables.md,tables,37,data,every,This is the headline unit because the analysis result is complete for every class and is immune to the concentration that distorts every object-weighted rate in this study.,,unbacked,no ledger row is cited in the sentence
results/manuscript/tables.md,tables,80,data,every,"Of 7,100 highdicom-written objects the caller fills it with a conversion-pipeline repository URL on 1,788 (Comprehensive 3D SR Storage 96; Parametric Map Storage 691; Segmentation Storage 1,001) and leaves it empty on 5,312, every one of those being a Comprehensive 3D SR, where SoftwareVersions is T",,unbacked,no ledger row is cited in the sentence
results/manuscript/tables.md,tables,80,procedure,nothing,"**Where the standard compels a non-empty value the caller supplies one and it names a conversion pipeline; where it does not, the caller supplies nothing.",,unbacked,no ledger row is cited in the sentence
results/manuscript/tables.md,tables,89,procedure,every,"The residue, the number of message classes held by one writer only, is 1 at every rung under both validators except V9 under dciodvfy, where it is 2 because the pinned build cannot read the deflated transfer syntax and the rung is adjudicated UNDECIDABLE.",,unbacked,no ledger row is cited in the sentence
results/manuscript/tables.md,tables,100,procedure,every,"** A message class counts toward the numerator only where both passes independently called it net; every disagreement drops to UNDECIDABLE and is excluded, so the consensus column can only move down and is a lower bound.",,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,12,procedure,none,"33 percent are conformant and uninformative: everything the standard requires is present, and none of it identifies the algorithm.",,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,30,procedure,never,**Conformance is never scored by me.,,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,30,data,every,"Every rate is published as a triple of gross, floor and net, because a known-good object built by a conformant writer still draws validator messages.",,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,35,procedure,every,**Everything is checkable.,,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,35,procedure,every,"** Every quantitative statement in the manuscript carries a row in a published claims ledger with the exact command that produced it, the source artefact and what the run dropped; retired claims stay in the ledger with their reason.",,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,41,data,every,"The reliability pass is intra-instrument rather than an independent human adjudication, one object class is excluded from every object-weighted rate and named wherever a rate appears, one pre-registered arm is deferred, and two registered tool pins were not satisfied and each carries a measured expo",,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,50,data,no object,"**Measured:** no object in the measured set is written by that company: 0 matching objects out of 109,318 objects searched, a superset that contains all 35,107 objects of the measured set and the 74,211 Enhanced SR objects excluded from every rate.",,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,50,data,every,"The search was a case-insensitive substring match over 5 of the 7 equipment and description attributes named in this disclosure, plus every value of every item of ContributingEquipmentSequence (0018,A001) (DISC-01).",DISC-01,backed,row DISC-01 states the same absence or universal
results/submission/00_cover_letter.md,cover letter,50,procedure,none,"**Stated:** this study was not carried out at that company and used none of its data, code, hardware, network, licences or working time.",,unbacked,no ledger row is cited in the sentence
results/submission/00_cover_letter.md,cover letter,58,procedure,none,None offered.,,unbacked,no ledger row is cited in the sentence
