sop_class_name,validator,message_class_id,severity_as_emitted,objects,family,message_template,adjudication1_raw,adjudication1,adjudication1_strict,citation_section1,pre_disclosed,adjudication2,citation_section2,citation_table2,rationale2,rule2,net1,net2,consensus,agreed
comprehensive_3d_sr,dciodvfy,306dd7bfc08e,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0007> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,310769e03c03,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-127> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,310dab8bff8c,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-329> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,312314faa464,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0114> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,318f6417dca1,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-255> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,32b63d0046e5,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-354> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,32e2691d30da,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-302> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3309ff06d44d,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-233> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3326b316b97d,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-175> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,336fd3b36225,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-107> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,337b8f12de07,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-101> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,341e3b030edd,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-152> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,34934151676c,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0154> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,349428492ced,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-079> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,349f1c0a2140,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-272> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3582047978b7,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0159> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,35c78652f62c,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-188> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,362d5f77312f,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-186> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,365432acf4b8,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-210> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,373900f5d5fd,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0003> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,37c14a05a527,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-112> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3871ac86c27b,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-357> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,387902d3d64a,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0061> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,38ce21010259,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-E0002> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3940135d4d37,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-294> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,395e876c5701,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-006> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,397ea6082dac,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0100> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3980aa7f1e00,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-339> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,39b1b27c2d2d,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-125> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3a5c3334a93c,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-046> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3b4b1a940d04,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-365> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3c0b67ce0b91,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-216> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3ce919d445fc,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-G0005> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3d3e118a1001,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-092> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3d7b6a936b81,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-103> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3d87fd4fabf3,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-G0002> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3dd19d842ba3,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-340> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3e7766410993,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-369> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,3eb54705856c,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-407> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,400fcdd20785,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-139> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,40e98df98011,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-164> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,41828d97e49a,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-156> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,419659d152ac,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-318> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,42b82ad5eb87,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-012> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,43343c570734,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-411> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,440b1cda56e1,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-383> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
comprehensive_3d_sr,dciodvfy,441e6b756f32,Warning,2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [n] = <VALUE> - Retired Person Name form,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-078> - Retired Person Name form,PLAUSIBILITY,FLOOR,PLAUSIBILITY,"not applicable, no requirement is cited by the message",False,FLOOR,PS3.5 Section 6.2,Table 6.2-1,"A single-component PN with no caret delimiters is a legal PN value. The warning is about a deprecated component form, not about conformance, and it fires on de-identified subject identifiers by construction.",Retired Person Name form,False,False,FLOOR,True
