validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dciodvfy,9df4558c71fb,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0620> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,aa0f96245a72,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0174> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,aeeb4216f7b4,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-1599> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,b1fd601d7daa,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-1099> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,b3976f8a4f64,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0619> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,b53d6b34a4d5,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0168> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,c1a20a900aab,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1821> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,c2c0a02fb691,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-02-0009> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,d5b4e57b71eb,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0826> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,f11f46ed6245,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0703> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,f4f0960a5ed3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-0817> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,f7f3132546c5,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0780> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,f8798bc9640a,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-0776> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,fbf0ed89832b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0184> - Retired Person Name form,Warning,3,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,027ea286c75b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1402> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,05b8d15da2e6,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-08-0522> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,09c597c9d1a0,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0237> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,0af2267118d3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0139> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,10c410d9393a,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1827> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,126dfede79fa,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0125> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,17e80162200d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-1801> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,18d5d670f9c7,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-02-0258> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,191b1d9afb74,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-1600> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,1b063e7ec6e2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-15-1446> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,2a2a8da4a8f3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-15-1444> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,2c10a171779c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0147> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,30315da66b75,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-12-1094> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,33cbb9d4686e,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-19-A6J5> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,40ebb0f5652a,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-14-1037> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,418195fab54d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0130> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,42a257737c66,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0879> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,47b2b494d50c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-06-0133> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
dciodvfy,48bb6c6b53d3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-02-0321> - Retired Person Name form,Warning,2,PLAUSIBILITY,PS3.5 6.2,"Table 6.2-1, PN","PS3.5 6.2, Table 6.2-1, PN: ""A character string encoded using a 5 component convention."" PS3.5 6.2, on omission: ""Trailing null components and their delimiters may be omitted."" PS3.5 6.2, on the single component form: ""for reasons of backward compatibility with older versions of this Standard, person names might be considered a single family name complex (single component without ""^"" delimiters).""","dciodvfy reports the value as dubious for the VR. It names no Type and no condition, and dubious is a judgement about value quality rather than about conformance, which is the definition of the PLAUSIBILITY category. No requirement is available to cite against it: PS3.5 permits trailing null components and their delimiters to be omitted, so a single component PN is a well formed value of the VR. Each distinct patient identifier is its own message class because the value is inside the message text, so this one rule covers 336 message classes that differ only in that value."
