row_type,angle,source,interface,date_searched,query,filters_limits,hits_returned,records_screened,records_included,exclusion_reason,record,run_by,source_record,notes
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Manufacturer attribute AI derived DICOM who produced segmentation unattributed,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[69],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Fedorov Clunie IDC DICOM conformance derived objects quality assessment 2025 2026,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[70],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""Imaging Data Commons"" segmentation objects validator errors warnings how many fail dciodvfy",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[71],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,algorithm identification DICOM SEG provenance empirical study derived objects repository,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[72],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM Working Group 23 artificial intelligence provenance requirements attribution results objects,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[73],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,census of AI-derived DICOM objects conformance provenance 2026 measurement study arXiv,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[74],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""Standardizing Medical Images at Scale for AI"" arXiv 2603.15980 abstract",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[75],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,de-identification removes Manufacturer ManufacturerModelName DICOM effect on provenance research archives,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[76],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,TotalSegmentator DICOM SEG metadata model version recorded provenance IDC collection,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[77],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,FAIR assessment imaging repository provenance metadata completeness AI outputs evaluation 2026,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[78],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,TCIA analysis results collections derived DICOM provenance who created attribution measurement across collections,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[79],
web_search_query,"angle 3, provenance and producer attribution","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""provenance"" AND ""DICOM"" AND ""artificial intelligence"" 2026 paper measure how many objects identify producing software",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[80],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM validator comparison dciodvfy dcmpschk agreement,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[81],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,comparison of DICOM conformance validation tools DVTk dcm4che dciodvfy,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[82],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,inter-validator agreement DICOM conformance measurement study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[83],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Universidade de Aveiro DICOM validation service Costa Silva community-driven validation,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[84],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""dicom-validator"" pydicom false positives comparison dciodvfy 2025",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[85],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM segmentation object conformance validation Imaging Data Commons AI annotations 2025,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[86],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""validator"" disagreement rate DICOM standard tools ""false positive"" benchmark study 2026",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[87],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,benchmarking DICOM validation tools evaluation multiple validators discordance medical imaging informatics,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[88],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,cardiac X-ray angiography DICOM conformance ten vendors two validation tools five visualization applications study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[89],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""DICOM"" conformance survey public archive TCIA ""dciodvfy"" errors warnings prevalence study",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[90],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,assessment DICOM conformance angiographic images vendors validation tools interoperability journal,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[91],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""validators disagree"" OR ""disagreement between validators"" DICOM conformance segmentation structured report",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[92],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""dcmpschk"" DICOM validation tool dcmtk comparison evaluation",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[93],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,arXiv 2026 DICOM conformance validation tools agreement study medical imaging archive audit,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[94],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Jorge Miguel Silva Carlos Costa DICOM validation tool 2021 2022 Dicoogle validation service evaluation,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[95],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Journal of Imaging Informatics in Medicine 2025 DICOM validation tools comparative evaluation conformance,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[96],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Posda validation rules dciodvfy comparison TCIA curation conformance errors quantified,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[97],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"github pydicom dicom-validator issue ""dciodvfy"" different results comparison discrepancy",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[98],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,highdicom generated DICOM objects fail dciodvfy warnings known good baseline validator noise,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[99],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM structured report TID1500 validation PixelMed DICOMSRValidator versus dciodvfy disagreement conformance rates,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[100],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,HL7 FHIR validator comparison disagreement between validators empirical study conformance tools,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[101],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""validator"" agreement rate DICOM files flagged by one tool not another empirical measurement dicom3tools dcm4che",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[102],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,arxiv 2026 DICOM segmentation structured report conformance census validators highdicom dcmqi measurement study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[103],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""DICOM Validator Dashboard"" 2024 2025 publication figure validation tool paper",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[104],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,IHE Gazelle EVS DICOM object evaluation multiple validators dciodvfy results comparison,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[105],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"Baljon Gerritsen Eichelberg Jensch ""Quality Control using Automated Validation Tools"" DICOM 1999",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[106],
web_search_query,"angle 4, validator disagreement","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""DICOM"" conformance ""two validators"" OR ""multiple validators"" agreement kappa segmentation SR public dataset audit",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[107],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM Grayscale Softcopy Presentation State GSPS,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[108],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""Grayscale Softcopy Presentation State"" paper 2025",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[109],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Eichelberg presentation state DICOM 2000 softcopy consistency paper,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[110],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Swinburne 2020 GSPS presentation state radiology annotations,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[111],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Harvey Corrie 2005 presentation state DICOM annotation PACS,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[112],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""presentation state"" DICOM annotation interoperability 2024 2025 study",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[113],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""GSPS"" DICOM public dataset download presentation state objects",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[114],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"Church Warner Bradshaw ""Opportunistic Promptable Segmentation"" radiological annotations presentation state",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[115],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"TCIA collection ""Grayscale Softcopy Presentation State"" series public archive",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[116],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,public dataset DICOM presentation state objects released research corpus,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[117],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"Imaging Data Commons ""presentation state"" GSPS collection IDC",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[118],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""presentation state"" DICOM 2022 2023 journal article radiology informatics GSPS storage",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[119],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,public GSPS dataset,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[120],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Grayscale Softcopy Presentation State dataset,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[121],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,presentation state corpus DICOM public,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[122],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"zenodo OR figshare OR kaggle DICOM ""presentation state"" PR modality sample files dataset",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[123],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,DICOM conformance validation study public archive dciodvfy TCIA IDC non-conformant objects census,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[124],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""GSPS"" annotations mining PACS radiologist measurements arrows 2025 deep learning dataset",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[125],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,Riesmeier Eichelberg presentation state conformance test dcmtk evaluation implementations study,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[126],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,highdicom DICOM presentation state python library encoding annotations paper,not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[127],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"IDC Imaging Data Commons collections ""Grayscale Softcopy Presentation State Storage"" SOP class instances count",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[128],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"canceridc.dev OR imaging.datacommons.cancer.gov ""PR"" modality presentation state collection qin idc",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[129],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"""presentation state"" GSPS conformance audit 2026 measurement study DICOM objects archive",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[130],
web_search_query,"angle 5, GSPS literature and public GSPS data","general web search, engine not recorded",general web search issued from Claude Code; engine and result-page interface not recorded,2026-08-01,"arxiv 2026 ""presentation state"" DICOM validation conformance AI-derived objects Imaging Data Commons",not captured,not captured,not captured,not captured,not captured,"not applicable, this row is a query","LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.QUERIES[131],
targeted_retrieval,not captured,arXiv,"direct HTTP retrieval of the recorded URL, issued from Claude Code",2026-08-01,"not applicable, record retrieved by identifier or URL",not captured,"not applicable, direct record retrieval",not captured,not captured,not captured,https://arxiv.org/abs/2604.17525,"LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.RETRIEVED[0]: https://arxiv.org/abs/2604.17525,
targeted_retrieval,not captured,arXiv,"direct HTTP retrieval of the recorded URL, issued from Claude Code",2026-08-01,"not applicable, record retrieved by identifier or URL",not captured,"not applicable, direct record retrieval",not captured,not captured,not captured,https://arxiv.org/abs/1806.08987,"LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.RETRIEVED[1]: https://arxiv.org/abs/1806.08987,
targeted_retrieval,not captured,"ar5iv, arXiv HTML mirror","direct HTTP retrieval of the recorded URL, issued from Claude Code",2026-08-01,"not applicable, record retrieved by identifier or URL",not captured,"not applicable, direct record retrieval",not captured,not captured,not captured,https://ar5iv.labs.arxiv.org/html/1806.08987,"LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.RETRIEVED[2]: https://ar5iv.labs.arxiv.org/html/1806.08987,
targeted_retrieval,not captured,arXiv,"direct HTTP retrieval of the recorded URL, issued from Claude Code",2026-08-01,"not applicable, record retrieved by identifier or URL",not captured,"not applicable, direct record retrieval",not captured,not captured,not captured,https://arxiv.org/abs/2306.00150,"LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.RETRIEVED[3]: https://arxiv.org/abs/2306.00150,
targeted_retrieval,not captured,arXiv,"direct HTTP retrieval of the recorded URL, issued from Claude Code",2026-08-01,"not applicable, record retrieved by identifier or URL",not captured,"not applicable, direct record retrieval",not captured,not captured,not captured,https://arxiv.org/abs/2512.03541,"LLM assisted: Claude Code, Claude Opus 5 (1M context), Anthropic, supervised by the author. Declared in results/ai_use.md",colophon.prior_art.RETRIEVED[4]: https://arxiv.org/abs/2512.03541,
